Recency,Frequency,Monetary
0.5955835512607377,-0.3111008980722328,3.2062299838933814
-0.9522790918878471,1.0508801272713477,1.2159983303877746
-0.6035322617957277,-0.019927191810646123,0.5731876782537337
-0.8710640766609151,0.8768007812289629,1.139850128899356
0.5191458898706842,-0.800178288603886,-0.7230248542008271
0.8296738892677769,-0.6525888187799608,-0.7989100384031911
-0.7898490614339833,0.48986934152566164,0.8217274337987673
0.012746383161579257,-0.5585698117520652,-0.5820114933059
0.146512290594173,0.07295943480801893,0.12134693248855119
0.06051992153036274,-0.2903817552675778,0.027444671819949393
-0.8519546613134018,0.7240859880120445,1.402379103673193
-0.8041811229446183,1.2616398128908044,2.163372459097796
-0.9522790918878471,0.27828466318873674,1.045711217926618
-0.6847472770226596,1.4092292827147288,1.6414076267280535
-0.7134114000439297,1.0342018404771498,1.1106190181145577
0.40926675162248216,-0.42447578350982135,-0.4173371375187589
-0.9475017380509687,1.1860727082652636,1.277082917940595
-0.4363248775049855,-0.5885936102669607,-0.36208437946722344
-0.923614968866577,0.3500958956368532,0.26269649447626775
0.42837616696999553,-0.6198953950817022,-0.2539380989468321
2.067008533019269,-1.9063985319389598,-0.43302092141757
-0.9427243842140904,-1.0983901436032688,-1.2139525323866742
2.038344409997999,-0.7604128783941132,0.004318537201506969
1.0112133350691541,0.4155150754184957,0.48665486499384947
-0.718188753880808,0.9781380668515967,1.1213429600807066
-0.7468528769020781,0.8425861968426269,1.0784332866553161
-0.6178643233063628,-0.005917607649127183,0.2543763088486836
0.5239232437075625,-0.019927191810646123,0.15288439611669108
-0.842399953639645,0.33278966350631883,0.8561828226562931
-0.909282907355942,-0.800178288603886,-0.49735397667365294
0.9013341968209521,-0.9850152581656803,-0.42884237189236096
0.5430326590550759,0.773799564670205,0.9546635060358151
-0.34077780076741854,1.27391857771776,1.2851343564273527
-0.5700907849375793,0.3150663738480191,0.41430058004534215
-0.8567320151502801,1.213016414624634,1.7039278736697907
-0.937947030377212,0.36700424789265546,0.5081459847252389
-0.07802333973910935,0.46102325492055135,0.5101956071748849
-0.8232905382921317,-0.47521872482937216,-0.31991321868130435
0.8487833046152902,0.15541956955572986,0.5436525904704531
0.652911797303278,-1.1623853521162688,-0.5906665245784419
1.0207680427429107,-1.2324841718455124,-1.3286444816060705
-0.8853961381715503,0.7443764039432906,1.048313090353886
0.9634397967003706,-0.04877327841575711,0.3258898381676993
-0.5796454926113359,-0.3543769637805779,-0.36490935110056033
-0.8567320151502801,1.1860727082652636,0.7893626320818641
1.8615823180335,-1.396601998602652,-0.9775079923480419
-0.6178643233063628,0.5176266330681135,0.69760309181204
-0.6560831540013895,-0.47521872482937216,0.24003191190196985
-0.8710640766609151,1.1140503430668791,1.1860032037459265
2.258102686494403,0.15541956955572986,0.015026515827080181
-0.7898490614339833,0.636815627285416,0.700738657736158
-0.7420755230651997,0.3500958956368532,0.4211425533817852
-0.3933286929730804,0.5377780560989159,0.5524936451205045
1.0159906889060324,-1.0983901436032688,-1.074004537330009
0.48570441301253575,-1.608186676939577,-1.7113202145579096
0.5812514897501027,0.20912816380685706,0.23114641937112854
-0.7229661077176863,-1.2324841718455124,0.08007560418912975
2.29632151718943,-2.416195065275268,-1.9159944117190109
-0.2500080778667299,0.021325541313486667,0.45337112800135126
-0.8567320151502801,0.8381952528721133,1.4044862234288573
-0.7229661077176863,0.27828466318873674,0.4524130497759683
-0.8041811229446183,0.8067019614997195,1.1253792053019949
-0.5844228464482143,1.1777932857806281,2.3418969768628193
0.5143685360338058,-0.19473015948828898,0.0760675265559594
0.996881273558519,-0.6198953950817022,-0.6966121444482836
-0.6035322617957277,0.6425841347425801,0.7546702025059471
-0.6417510924907545,-0.019927191810646123,0.06585147316147863
0.07485198304099779,-0.44940972828187165,0.031087955542344045
-0.8471773074765234,2.098779966969207,3.655194260775448
2.176887671267471,-1.0983901436032688,-1.0834809044944818
-0.9475017380509687,1.4232770945292883,1.4490533240637538
-0.42199281599435046,0.482763190297825,0.5738304809289322
0.8822247814734386,-0.5297237251469542,-0.4290428488622655
-0.6560831540013895,-0.42447578350982135,-0.30153306918987144
-0.8853961381715503,0.15541956955572986,0.13406209391468346
-0.5032078312212823,0.8641560984818866,1.2601194824729722
-0.9570564457247255,0.8337779367076632,0.7617097937768718
-0.18312512415043303,0.4076488942268723,0.9362571802210384
-0.5892002002850927,0.399697671590914,0.46633761114113714
-0.030249801370325877,0.27828466318873674,0.2801223882967979
-0.8567320151502801,-0.37700893193003576,-0.07176020796768175
-0.8376225998027668,1.2566703282377745,1.562684850009845
-0.9188376150296986,0.7785909883296271,1.3831737210538415
-0.7564075845758348,-1.0983901436032688,-0.9140883161135614
-0.7898490614339833,1.463878991528697,1.75821828218736
-0.7564075845758348,0.5244053071408418,1.2359260062251933
-0.9570564457247255,1.7280852352729994,2.1018784397444605
-0.5557587234269442,0.20912816380685706,0.137225800786064
-0.5796454926113359,0.5509119931609052,1.9667045045994425
-0.48409841587376895,-0.8422172120011768,-0.42050053131931825
-0.9522790918878471,1.7333199970904951,1.8992482662371675
-0.8949508458453069,0.45363142455511307,0.8360199088414219
2.301098871026308,0.21941477806873028,0.16255965721246543
1.245303673076193,-0.3543769637805779,-0.04317416435129776
0.79145505857275,-1.0983901436032688,-1.194462208248373
-0.9475017380509687,-1.0395202584832623,-1.2006503831487985
2.535189209033347,-0.6525888187799608,-0.4548482063927873
-0.8615093689871585,0.8809678231437096,1.2282019428432263
-0.8567320151502801,-0.5585698117520652,-0.5337082486027313
-0.6847472770226596,0.06038680505443614,0.06791203920475102
0.19906318279983484,-0.5019664336045028,-0.46805993671973734
-0.7516302307389565,-0.6198953950817022,-0.5101399311800169
-0.8567320151502801,0.9781380668515967,1.2033296986694568
-0.21656660100858147,-0.25061634505780506,-0.20315617745343592
-0.909282907355942,1.6621772014151963,1.8984784727449082
-0.8806187843346719,-0.6198953950817022,-0.5410468572696497
-0.3216683854199051,-0.142792285443653,-0.1836380665994264
-0.6943019846964162,-0.19473015948828898,2.0969465969105276
-0.6130869694694844,1.0671885766141944,1.3444090671920432
-0.7516302307389565,0.6310015185057021,0.9010630930101187
-0.6465284463276328,0.34149368142857867,0.8577959680921798
-0.622641677143241,0.34149368142857867,0.48113189523027505
1.928465271749797,-0.5885936102669607,-0.5023143869899792
1.216639550054923,-0.7604128783941132,-0.7398997506022738
-0.5127625388950391,-0.2903817552675778,-0.0708179372112669
-0.8710640766609151,0.1212049851693939,0.19144951809552732
-0.7086340462070513,0.33278966350631883,0.27989178743266885
-0.9140602611928204,-0.42447578350982135,0.20493973345977376
-0.8806187843346719,-0.07879707693065258,-0.14871547060193224
2.29632151718943,-2.416195065275268,-1.9931214737776717
1.0589868734379375,-1.2324841718455124,-1.3863720405966211
